cluster_representative,structure_id,cluster_size,cluster_rank,is_singleton,is_representative,cluster_percentage_of_dataset,cluster_size_percentile,in_top_10_clusters,in_top_20_clusters,in_top_50_clusters,cumulative_coverage_at_rank,dataset_shannon_entropy,dataset_max_shannon_entropy,dataset_normalized_shannon,dataset_simpson_index,dataset_inverse_simpson,dataset_effective_n_clusters,dataset_evenness,dataset_total_structures,dataset_total_clusters,dataset_singleton_clusters,dataset_largest_cluster_size,dataset_mean_cluster_size,dataset_median_cluster_size,dataset_redundancy_pct,dataset
1_RFD_control_1837_dldesign_0_af2pred,1_RFD_control_1837_dldesign_0_af2pred,1,21,True,True,0.684931506849315,13.013698630136986,False,False,True,89.04109589041096,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_1925_dldesign_0_af2pred,1_RFD_control_1925_dldesign_0_af2pred,4,5,False,True,2.73972602739726,44.178082191780824,True,True,True,61.64383561643836,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_1925_dldesign_0_af2pred,2_RFD_control_1536_dldesign_0_af2pred,4,5,False,False,2.73972602739726,44.178082191780824,True,True,True,61.64383561643836,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_1925_dldesign_0_af2pred,2_RFD_control_5363_dldesign_0_af2pred,4,5,False,False,2.73972602739726,44.178082191780824,True,True,True,61.64383561643836,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_1925_dldesign_0_af2pred,2_RFD_control_5968_dldesign_0_af2pred,4,5,False,False,2.73972602739726,44.178082191780824,True,True,True,61.64383561643836,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_1971_dldesign_0_af2pred,1_RFD_control_1971_dldesign_0_af2pred,1,22,True,True,0.684931506849315,13.013698630136986,False,False,True,89.72602739726027,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_2013_dldesign_0_af2pred,1_RFD_control_2013_dldesign_0_af2pred,1,23,True,True,0.684931506849315,13.013698630136986,False,False,True,90.41095890410959,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_242_dldesign_0_af2pred,1_RFD_control_242_dldesign_0_af2pred,1,24,True,True,0.684931506849315,13.013698630136986,False,False,True,91.0958904109589,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_259_dldesign_0_af2pred,1_RFD_control_259_dldesign_0_af2pred,6,3,False,True,4.109589041095891,55.13698630136986,True,True,True,47.26027397260274,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_259_dldesign_0_af2pred,1_RFD_control_693_dldesign_0_af2pred,6,3,False,False,4.109589041095891,55.13698630136986,True,True,True,47.26027397260274,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_259_dldesign_0_af2pred,2_RFD_control_3003_dldesign_0_af2pred,6,3,False,False,4.109589041095891,55.13698630136986,True,True,True,47.26027397260274,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_259_dldesign_0_af2pred,2_RFD_control_3642_dldesign_0_af2pred,6,3,False,False,4.109589041095891,55.13698630136986,True,True,True,47.26027397260274,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_259_dldesign_0_af2pred,2_RFD_control_141_dldesign_0_af2pred,6,3,False,False,4.109589041095891,55.13698630136986,True,True,True,47.26027397260274,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_259_dldesign_0_af2pred,2_RFD_control_5595_dldesign_0_af2pred,6,3,False,False,4.109589041095891,55.13698630136986,True,True,True,47.26027397260274,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_2614_dldesign_0_af2pred,1_RFD_control_2614_dldesign_0_af2pred,1,25,True,True,0.684931506849315,13.013698630136986,False,False,True,91.78082191780823,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_2633_dldesign_0_af2pred,1_RFD_control_2633_dldesign_0_af2pred,1,26,True,True,0.684931506849315,13.013698630136986,False,False,True,92.46575342465754,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_2686_dldesign_0_af2pred,1_RFD_control_2686_dldesign_0_af2pred,1,27,True,True,0.684931506849315,13.013698630136986,False,False,True,93.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_3355_dldesign_0_af2pred,1_RFD_control_3355_dldesign_0_af2pred,1,28,True,True,0.684931506849315,13.013698630136986,False,False,True,93.83561643835617,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_3389_dldesign_0_af2pred,1_RFD_control_3389_dldesign_0_af2pred,1,29,True,True,0.684931506849315,13.013698630136986,False,False,True,94.52054794520548,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_3488_dldesign_0_af2pred,1_RFD_control_3488_dldesign_0_af2pred,2,12,False,True,1.36986301369863,31.164383561643838,False,True,True,70.54794520547945,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_3488_dldesign_0_af2pred,2_RFD_control_549_dldesign_0_af2pred,2,12,False,False,1.36986301369863,31.164383561643838,False,True,True,70.54794520547945,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_3725_dldesign_0_af2pred,1_RFD_control_3725_dldesign_0_af2pred,1,30,True,True,0.684931506849315,13.013698630136986,False,False,True,95.20547945205479,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_4029_dldesign_0_af2pred,1_RFD_control_4029_dldesign_0_af2pred,1,31,True,True,0.684931506849315,13.013698630136986,False,False,True,95.89041095890411,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_4185_dldesign_0_af2pred,1_RFD_control_4185_dldesign_0_af2pred,1,32,True,True,0.684931506849315,13.013698630136986,False,False,True,96.57534246575342,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_4188_dldesign_0_af2pred,1_RFD_control_4188_dldesign_0_af2pred,5,4,False,True,3.4246575342465753,51.369863013698634,True,True,True,50.68493150684932,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_4188_dldesign_0_af2pred,2_RFD_control_3192_dldesign_0_af2pred,5,4,False,False,3.4246575342465753,51.369863013698634,True,True,True,50.68493150684932,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_4188_dldesign_0_af2pred,2_RFD_control_2670_dldesign_0_af2pred,5,4,False,False,3.4246575342465753,51.369863013698634,True,True,True,50.68493150684932,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_4188_dldesign_0_af2pred,2_RFD_control_2991_dldesign_0_af2pred,5,4,False,False,3.4246575342465753,51.369863013698634,True,True,True,50.68493150684932,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_4188_dldesign_0_af2pred,1_RFD_control_5680_dldesign_0_af2pred,5,4,False,False,3.4246575342465753,51.369863013698634,True,True,True,50.68493150684932,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,1_RFD_control_42_dldesign_0_af2pred,25,2,False,True,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,1_RFD_control_2050_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,1_RFD_control_3175_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,1_RFD_control_3549_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,1_RFD_control_1166_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,1_RFD_control_1239_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,2_RFD_control_4153_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,1_RFD_control_2099_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,1_RFD_control_4126_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,1_RFD_control_2509_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,1_RFD_control_3408_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,1_RFD_control_3437_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,1_RFD_control_4267_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,2_RFD_control_1334_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,2_RFD_control_1889_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,2_RFD_control_3420_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,2_RFD_control_3606_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,2_RFD_control_1325_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,1_RFD_control_1186_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,2_RFD_control_5164_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,2_RFD_control_353_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,1_RFD_control_106_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,2_RFD_control_1551_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,2_RFD_control_1817_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
1_RFD_control_42_dldesign_0_af2pred,2_RFD_control_2400_dldesign_0_af2pred,25,2,False,False,17.123287671232877,65.75342465753424,True,True,True,43.15068493150685,4.481660487828152,5.754887502163468,0.7787572713008439,0.10658660161381125,9.382042253521124,9.382042253521124,0.7787572713008439,146,54,37,38,2.7037037037037037,1.0,63.01369863013699,nonseed_control
