cluster_representative,structure_id,cluster_size,cluster_rank,is_singleton,is_representative,cluster_percentage_of_dataset,cluster_size_percentile,in_top_10_clusters,in_top_20_clusters,in_top_50_clusters,cumulative_coverage_at_rank,dataset_shannon_entropy,dataset_max_shannon_entropy,dataset_normalized_shannon,dataset_simpson_index,dataset_inverse_simpson,dataset_effective_n_clusters,dataset_evenness,dataset_total_structures,dataset_total_clusters,dataset_singleton_clusters,dataset_largest_cluster_size,dataset_mean_cluster_size,dataset_median_cluster_size,dataset_redundancy_pct,dataset
S10_4FXE_1006_551_660_0001_0001_m_4FXE_22410_133_110_0001_0001_m_combined_1_dldesign_0_af2pred,S10_4FXE_1006_551_660_0001_0001_m_4FXE_22410_133_110_0001_0001_m_combined_1_dldesign_0_af2pred,1,47,True,True,0.2028397565922921,15.720081135902635,False,False,True,90.06085192697769,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_1006_551_660_0001_0001_m_4FXE_434_195_114_0001_0001_m_combined_2_dldesign_0_af2pred,S10_4FXE_1006_551_660_0001_0001_m_4FXE_434_195_114_0001_0001_m_combined_2_dldesign_0_af2pred,1,48,True,True,0.2028397565922921,15.720081135902635,False,False,True,90.26369168356997,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_1006_551_660_0001_0001_m_4FXE_6811_212_260_0001_0001_m_combined_1_dldesign_0_af2pred,S10_4FXE_1006_551_660_0001_0001_m_4FXE_6811_212_260_0001_0001_m_combined_1_dldesign_0_af2pred,1,49,True,True,0.2028397565922921,15.720081135902635,False,False,True,90.46653144016227,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_10640_11_98_0001_0001_m_4FXE_20055_128_151_0001_0001_m_combined_1_dldesign_0_af2pred,S10_4FXE_10640_11_98_0001_0001_m_4FXE_20055_128_151_0001_0001_m_combined_1_dldesign_0_af2pred,1,50,True,True,0.2028397565922921,15.720081135902635,False,False,True,90.66937119675457,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_10640_11_98_0001_0001_m_4FXE_7253_174_120_0001_0001_m_combined_2_dldesign_0_af2pred,S10_4FXE_10640_11_98_0001_0001_m_4FXE_7253_174_120_0001_0001_m_combined_2_dldesign_0_af2pred,3,13,False,True,0.6085192697768763,39.553752535496955,False,True,True,59.63488843813388,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_10640_11_98_0001_0001_m_4FXE_7253_174_120_0001_0001_m_combined_2_dldesign_0_af2pred,S10_4FXE_23190_4_60_0001_0001_m_4FXE_7253_174_120_0001_0001_m_combined_0_dldesign_0_af2pred,3,13,False,False,0.6085192697768763,39.553752535496955,False,True,True,59.63488843813388,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_10640_11_98_0001_0001_m_4FXE_7253_174_120_0001_0001_m_combined_2_dldesign_0_af2pred,S10_4FXE_23478_492_566_0001_0001_m_4FXE_5349_20_34_0001_0001_m_combined_4_dldesign_0_af2pred,3,13,False,False,0.6085192697768763,39.553752535496955,False,True,True,59.63488843813388,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_10640_211_298_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_0_dldesign_0_af2pred,S10_4FXE_10640_211_298_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_0_dldesign_0_af2pred,1,51,True,True,0.2028397565922921,15.720081135902635,False,False,False,90.87221095334685,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_10640_211_298_0001_0001_m_4FXE_14395_200_248_0001_0001_m_combined_1_dldesign_0_af2pred,S10_4FXE_10640_211_298_0001_0001_m_4FXE_14395_200_248_0001_0001_m_combined_1_dldesign_0_af2pred,1,52,True,True,0.2028397565922921,15.720081135902635,False,False,False,91.07505070993915,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11030_21_105_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_2_dldesign_0_af2pred,S10_4FXE_11030_21_105_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_2_dldesign_0_af2pred,1,53,True,True,0.2028397565922921,15.720081135902635,False,False,False,91.27789046653145,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11030_21_105_0001_0001_m_4FXE_14423_1003_1126_0001_0001_m_combined_4_dldesign_0_af2pred,S10_4FXE_11030_21_105_0001_0001_m_4FXE_14423_1003_1126_0001_0001_m_combined_4_dldesign_0_af2pred,2,20,False,True,0.4056795131845842,34.38133874239351,False,True,True,68.76267748478702,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11030_21_105_0001_0001_m_4FXE_14423_1003_1126_0001_0001_m_combined_4_dldesign_0_af2pred,S10_4FXE_11030_21_106_0001_0001_m_4FXE_14423_1003_1126_0001_0001_m_combined_4_dldesign_0_af2pred,2,20,False,False,0.4056795131845842,34.38133874239351,False,True,True,68.76267748478702,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11030_21_105_0001_0001_m_4FXE_5700_275_259_0001_0001_m_combined_3_dldesign_0_af2pred,S10_4FXE_11030_21_105_0001_0001_m_4FXE_5700_275_259_0001_0001_m_combined_3_dldesign_0_af2pred,1,54,True,True,0.2028397565922921,15.720081135902635,False,False,False,87.82961460446248,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11030_21_106_0001_0001_m_4FXE_18778_130_141_0001_0001_m_combined_2_dldesign_0_af2pred,S10_4FXE_11030_21_106_0001_0001_m_4FXE_18778_130_141_0001_0001_m_combined_2_dldesign_0_af2pred,1,55,True,True,0.2028397565922921,15.720081135902635,False,False,False,87.62677484787018,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11920_355_310_0001_0001_m_4FXE_12775_374_602_0001_0001_m_combined_4_dldesign_0_af2pred,S10_4FXE_11920_355_310_0001_0001_m_4FXE_12775_374_602_0001_0001_m_combined_4_dldesign_0_af2pred,2,21,False,True,0.4056795131845842,34.38133874239351,False,False,True,67.95131845841784,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11920_355_310_0001_0001_m_4FXE_12775_374_602_0001_0001_m_combined_4_dldesign_0_af2pred,S10_4FXE_14734_106_36_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_4_dldesign_0_af2pred,2,21,False,False,0.4056795131845842,34.38133874239351,False,False,True,67.95131845841784,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11920_355_310_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_1_dldesign_0_af2pred,S10_4FXE_11920_355_310_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_1_dldesign_0_af2pred,1,56,True,True,0.2028397565922921,15.720081135902635,False,False,False,87.4239350912779,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11920_355_310_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_2_dldesign_0_af2pred,S10_4FXE_11920_355_310_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_2_dldesign_0_af2pred,2,22,False,True,0.4056795131845842,34.38133874239351,False,False,True,68.35699797160244,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11920_355_310_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_2_dldesign_0_af2pred,S10_4FXE_11920_355_310_0001_0001_m_4FXE_18778_130_141_0001_0001_m_combined_3_dldesign_0_af2pred,2,22,False,False,0.4056795131845842,34.38133874239351,False,False,True,68.35699797160244,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11920_355_310_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_3_dldesign_0_af2pred,S10_4FXE_11920_355_310_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_3_dldesign_0_af2pred,1,57,True,True,0.2028397565922921,15.720081135902635,False,False,False,87.2210953346856,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11920_355_310_0001_0001_m_4FXE_2307_203_251_0001_0001_m_combined_0_dldesign_0_af2pred,S10_4FXE_11920_355_310_0001_0001_m_4FXE_2307_203_251_0001_0001_m_combined_0_dldesign_0_af2pred,1,58,True,True,0.2028397565922921,15.720081135902635,False,False,False,83.56997971602433,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11920_866_821_0001_0001_m_4FXE_10442_225_12_0001_0001_m_combined_0_dldesign_0_af2pred,S10_4FXE_11920_866_821_0001_0001_m_4FXE_10442_225_12_0001_0001_m_combined_0_dldesign_0_af2pred,1,59,True,True,0.2028397565922921,15.720081135902635,False,False,False,83.77281947261663,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11920_866_821_0001_0001_m_4FXE_10675_503_537_0001_0001_m_combined_1_dldesign_0_af2pred,S10_4FXE_11920_866_821_0001_0001_m_4FXE_10675_503_537_0001_0001_m_combined_1_dldesign_0_af2pred,3,14,False,True,0.6085192697768763,39.553752535496955,False,True,True,61.4604462474645,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11920_866_821_0001_0001_m_4FXE_10675_503_537_0001_0001_m_combined_1_dldesign_0_af2pred,S10_4FXE_11920_866_821_0001_0001_m_4FXE_7253_174_120_0001_0001_m_combined_2_dldesign_0_af2pred,3,14,False,False,0.6085192697768763,39.553752535496955,False,True,True,61.4604462474645,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11920_866_821_0001_0001_m_4FXE_10675_503_537_0001_0001_m_combined_1_dldesign_0_af2pred,S10_4FXE_6951_264_40_0001_0001_m_4FXE_17073_78_300_0001_0001_m_combined_3_dldesign_0_af2pred,3,14,False,False,0.6085192697768763,39.553752535496955,False,True,True,61.4604462474645,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11920_866_821_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_0_dldesign_0_af2pred,S10_4FXE_11920_866_821_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_0_dldesign_0_af2pred,1,60,True,True,0.2028397565922921,15.720081135902635,False,False,False,83.97565922920893,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11920_866_821_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_1_dldesign_0_af2pred,S10_4FXE_11920_866_821_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_1_dldesign_0_af2pred,1,61,True,True,0.2028397565922921,15.720081135902635,False,False,False,84.17849898580121,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11920_866_821_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_4_dldesign_0_af2pred,S10_4FXE_11920_866_821_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_4_dldesign_0_af2pred,1,62,True,True,0.2028397565922921,15.720081135902635,False,False,False,84.38133874239351,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11920_866_821_0001_0001_m_4FXE_1458_57_6_0001_0001_m_combined_1_dldesign_0_af2pred,S10_4FXE_11920_866_821_0001_0001_m_4FXE_1458_57_6_0001_0001_m_combined_1_dldesign_0_af2pred,1,63,True,True,0.2028397565922921,15.720081135902635,False,False,False,84.5841784989858,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_11920_866_821_0001_0001_m_4FXE_9228_307_430_0001_0001_m_combined_0_dldesign_0_af2pred,S10_4FXE_11920_866_821_0001_0001_m_4FXE_9228_307_430_0001_0001_m_combined_0_dldesign_0_af2pred,1,64,True,True,0.2028397565922921,15.720081135902635,False,False,False,84.78701825557809,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_12201_1091_1166_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_0_dldesign_0_af2pred,S10_4FXE_12201_1091_1166_0001_0001_m_4FXE_13069_356_317_0001_0001_m_combined_0_dldesign_0_af2pred,1,65,True,True,0.2028397565922921,15.720081135902635,False,False,False,84.98985801217039,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_12201_1091_1166_0001_0001_m_4FXE_19766_93_45_0001_0001_m_combined_1_dldesign_0_af2pred,S10_4FXE_12201_1091_1166_0001_0001_m_4FXE_19766_93_45_0001_0001_m_combined_1_dldesign_0_af2pred,1,66,True,True,0.2028397565922921,15.720081135902635,False,False,False,83.36713995943205,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_12201_1091_1166_0001_0001_m_4FXE_5700_1223_1203_0001_0001_m_combined_1_dldesign_0_af2pred,S10_4FXE_12201_1091_1166_0001_0001_m_4FXE_5700_1223_1203_0001_0001_m_combined_1_dldesign_0_af2pred,1,67,True,True,0.2028397565922921,15.720081135902635,False,False,False,85.19269776876268,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_6951_264_40_0001_0001_m_4FXE_22897_91_119_0001_0001_m_combined_2_dldesign_0_af2pred,S10_4FXE_6951_264_40_0001_0001_m_4FXE_22897_91_119_0001_0001_m_combined_2_dldesign_0_af2pred,1,120,True,True,0.2028397565922921,15.720081135902635,False,False,False,82.75862068965517,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_6951_264_40_0001_0001_m_4FXE_5700_1223_1203_0001_0001_m_combined_4_dldesign_0_af2pred,S10_4FXE_6951_264_40_0001_0001_m_4FXE_5700_1223_1203_0001_0001_m_combined_4_dldesign_0_af2pred,1,121,True,True,0.2028397565922921,15.720081135902635,False,False,False,72.81947261663286,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_772_210_293_0001_0001_m_4FXE_16430_125_88_0001_0001_m_combined_2_dldesign_0_af2pred,S10_4FXE_772_210_293_0001_0001_m_4FXE_16430_125_88_0001_0001_m_combined_2_dldesign_0_af2pred,1,122,True,True,0.2028397565922921,15.720081135902635,False,False,False,73.02231237322515,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_772_210_293_0001_0001_m_4FXE_2307_203_251_0001_0001_m_combined_2_dldesign_0_af2pred,S10_4FXE_772_210_293_0001_0001_m_4FXE_2307_203_251_0001_0001_m_combined_2_dldesign_0_af2pred,1,123,True,True,0.2028397565922921,15.720081135902635,False,False,False,73.22515212981745,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_772_210_293_0001_0001_m_4FXE_6794_69_50_0001_0001_m_combined_1_dldesign_0_af2pred,S10_4FXE_772_210_293_0001_0001_m_4FXE_6794_69_50_0001_0001_m_combined_1_dldesign_0_af2pred,1,124,True,True,0.2028397565922921,15.720081135902635,False,False,False,73.63083164300203,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10_4FXE_8422_56_40_0001_0001_m_4FXE_7253_174_120_0001_0001_m_combined_2_dldesign_0_af2pred,S10_4FXE_8422_56_40_0001_0001_m_4FXE_7253_174_120_0001_0001_m_combined_2_dldesign_0_af2pred,1,125,True,True,0.2028397565922921,15.720081135902635,False,False,False,73.83367139959432,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10l_4FXE_5700_748_731_0001_0001_m_4FXE_17494_98_65_0001_0001_m_combined_4_dldesign_0_af2pred,S10l_4FXE_5700_748_731_0001_0001_m_4FXE_17494_98_65_0001_0001_m_combined_4_dldesign_0_af2pred,1,126,True,True,0.2028397565922921,15.720081135902635,False,False,False,72.61663286004057,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
S10l_4FXE_5700_748_731_0001_0001_m_4FXE_20044_401_510_0001_0001_m_combined_3_dldesign_0_af2pred,S10l_4FXE_5700_748_731_0001_0001_m_4FXE_20044_401_510_0001_0001_m_combined_3_dldesign_0_af2pred,1,127,True,True,0.2028397565922921,15.720081135902635,False,False,False,74.0365111561866,5.721193378963802,7.554588851677638,0.7573136660763881,0.06280626540327257,15.921978381919429,15.921978381919429,0.7573136660763881,493,188,154,91,2.622340425531915,1.0,61.86612576064909,seed_guided
